Rk,Player,Tm,Age,Pos,G,GS,0-19_FGA,0-19_FGM,20-29_FGA,20-29_FGM,30-39_FGA,30-39_FGM,40-49_FGA,40-49_FGM,50+_FGA,50+_FGM,Scoring_FGA,Scoring_FGM,Scoring_Lng,Scoring_FG%,Scoring_XPA,Scoring_XPM,Scoring_XP%,Kickoffs_KO,Kickoffs_KOYds,Kickoffs_TB,Kickoffs_TB%,Kickoffs_KOAvg,season
1,Greg Zuerlein,DAL,33,K,16,0,1,1,5,5,13,13,13,12,9,3,41,34,59,0.829,36,33,0.917,90,5589,60,0.667,62.1,2020
2,Jason Sanders,MIA,25,K,16,0,1,1,8,8,7,7,14,12,9,8,39,36,56,0.923,36,36,1,91,5540,64,0.703,60.9,2020
3,Younghoe Koo,ATL,26,K,15,0,,,10,10,12,11,9,8,8,8,39,37,54,0.949,36,33,0.917,66,4160,28,0.424,63,2020
4,Rodrigo Blankenship,IND,23,K,16,0,,,10,10,13,12,11,9,3,1,37,32,53,0.865,45,43,0.956,20,1267,13,0.65,63.4,2020
5,Joey Slye,CAR,24,K,16,0,,,12,11,10,10,8,7,6,1,36,29,56,0.806,36,33,0.917,81,5095,71,0.877,62.9,2020
6,Daniel Carlson,LVR,25,K,16,0,,,18,18,8,8,5,3,4,4,35,33,54,0.943,47,45,0.957,95,5966,61,0.642,62.8,2020
7,Tyler Bass,BUF,23,K,16,0,1,1,9,9,9,6,9,8,6,4,34,28,58,0.824,59,57,0.966,101,6469,71,0.703,64,2020
8,Dustin Hopkins,WAS,30,K,16,0,,,5,5,8,7,17,13,4,2,34,27,51,0.794,32,30,0.938,78,4808,65,0.833,61.6,2020
9,Brandon McManus,DEN,29,K,15,0,,,6,6,5,4,8,8,15,10,34,28,58,0.824,27,24,0.889,73,4516,54,0.74,61.9,2020
10,Michael Badgley,LAC,25,K,16,0,,,8,8,6,6,13,8,6,2,33,24,53,0.727,39,36,0.923,3,177,,,59,2020
11,Cairo Santos,CHI,29,K,16,0,,,9,9,10,10,10,9,3,2,32,30,55,0.938,37,36,0.973,86,5252,42,0.488,61.1,2020
12,Graham Gano,NYG,33,K,16,0,,,4,4,13,13,9,9,6,5,32,31,55,0.969,23,21,0.913,73,4357,30,0.411,59.7,2020
13,Ryan Succop,TAM,34,K,16,0,1,1,10,10,9,9,9,7,2,1,31,28,50,0.903,57,52,0.912,1,16,,,16,2020
14,Ka'imi Fairbairn,HOU,26,K,16,0,,,8,8,9,9,8,6,6,4,31,27,54,0.871,40,37,0.925,85,5343,52,0.612,62.9,2020
15,Justin Tucker,BAL,31,K,16,0,,,8,8,7,6,9,9,5,3,29,26,55,0.897,53,52,0.981,95,6094,65,0.684,64.1,2020
16,Wil Lutz,NOR,26,K,16,0,,,6,5,10,10,9,7,3,1,28,23,53,0.821,58,57,0.983,94,5929,71,0.755,63.1,2020
17,Matt Prater,DET,36,K,16,0,,,4,4,7,7,7,4,10,6,28,21,59,0.75,41,38,0.927,18,1065,7,0.389,59.2,2020
18,Nick Folk,NWE,36,K,16,0,,,6,6,7,7,12,11,3,2,28,26,51,0.929,33,30,0.909,3,172,,,57.3,2020
19,Harrison Butker,KAN,25,K,16,0,2,2,7,7,9,9,5,3,4,4,27,25,58,0.926,54,48,0.889,95,6027,72,0.758,63.4,2020
20,Stephen Gostkowski,TEN,36,K,15,0,,,3,2,5,4,10,5,8,7,26,18,55,0.692,48,46,0.958,86,5341,51,0.593,62.1,2020
21,Randy Bullock,CIN,31,K,12,0,,,3,3,10,8,8,7,5,3,26,21,55,0.808,25,24,0.96,58,3617,43,0.741,62.4,2020
22,Jason Myers,SEA,29,K,16,0,,,2,2,7,7,13,13,2,2,24,24,61,1,53,49,0.925,91,5792,52,0.571,63.6,2020
23,Robbie Gould,SFO,38,K,15,0,,,3,3,6,5,10,9,4,2,23,19,52,0.826,38,36,0.947,13,577,1,0.077,44.4,2020
24,Cody Parkey,CLE,28,K,15,0,,,5,5,6,4,11,10,,,22,19,46,0.864,47,43,0.915,81,5140,45,0.556,63.5,2020
25,Dan Bailey,MIN,32,K,16,0,,,6,6,4,3,7,4,5,2,22,15,53,0.682,43,37,0.86,83,4948,53,0.639,59.6,2020
26,Zane Gonzalez,ARI,25,K,12,0,,,4,4,2,2,13,8,3,2,22,16,56,0.727,39,38,0.974,65,4112,36,0.554,63.3,2020
27,Chris Boswell,PIT,29,K,13,0,,,5,5,6,6,8,7,1,1,20,19,59,0.95,38,34,0.895,73,4622,44,0.603,63.3,2020
28,Jake Elliott,PHI,25,K,16,0,,,3,1,6,6,5,5,5,2,19,14,54,0.737,26,24,0.923,73,4508,46,0.63,61.8,2020
29,Mason Crosby,GNB,36,K,16,0,1,1,1,1,5,5,5,5,4,4,16,16,57,1,63,59,0.937,82,5236,48,0.585,63.9,2020
30,Matt Gay,LAR,26,K,7,0,,,2,2,6,5,7,6,1,1,16,14,51,0.875,16,16,1,35,2234,28,0.8,63.8,2020
31,Sam Ficken,NYJ,28,K,9,0,,,5,5,6,6,1,1,3,1,15,13,54,0.867,15,12,0.8,32,1975,18,0.563,61.7,2020
32,Sam Sloman,2TM,23,K,8,0,,,3,2,6,6,3,2,1,,13,10,47,0.769,26,23,0.885,44,2791,24,0.545,63.4,2020
33,Sergio Castillo,NYJ,30,K,6,0,,,2,1,4,3,5,2,2,2,13,8,55,0.615,7,6,0.857,,,,,,2020
34,Aldrick Rosas,JAX,26,K,6,0,,,3,3,2,2,1,,5,3,11,8,54,0.727,9,9,1,20,1266,15,0.75,63.3,2020
35,Austin Seibert,2TM,24,K,5,0,,,,,5,5,3,1,1,,9,6,48,0.667,9,8,0.889,20,1290,13,0.65,64.5,2020
36,Mike Nugent,ARI,38,K,4,0,,,1,1,5,4,2,2,,,8,7,43,0.875,7,7,1,19,1202,3,0.158,63.3,2020
37,Josh Lambo,JAX,30,K,4,0,,,,,2,2,1,1,2,2,5,5,59,1,10,8,0.8,5,227,2,0.4,45.4,2020
38,Chase McLaughlin,2TM,24,K,4,0,,,1,1,1,1,1,1,2,1,5,4,52,0.8,6,5,0.833,3,177,,,59,2020
39,Matthew Wright,PIT,24,K,3,0,,,1,1,1,1,2,2,,,4,4,46,1,7,7,1,15,869,1,0.067,57.9,2020
40,Kai Forbath,LAR,33,K,2,0,,,2,2,,,1,,,,3,2,23,0.667,5,4,0.8,9,585,4,0.444,65,2020
41,Tristan Vizcaino,SFO,24,K,1,0,,,,,2,2,1,1,,,3,3,47,1,2,2,1,1,65,1,1,65,2020
42,Stephen Hauschka,JAX,35,K,1,0,,,1,,,,1,,,,2,,,0,2,2,1,,,,,,2020
43,Jonathan Brown,JAX,28,K,1,0,,,,,2,1,,,,,2,1,31,0.5,1,1,1,1,9,,,9,2020
44,Taylor Russolino,DEN,31,K,1,0,,,,,,,,,1,,1,,,0,3,1,0.333,4,209,,,52.3,2020
45,Elliott Fry,ATL,26,K,1,0,,,1,1,,,,,,,1,1,23,1,2,1,0.5,4,259,2,0.5,64.8,2020
46,Jamie Gillan,CLE,23,P,16,0,,,,,,,,,1,,1,,,0,,,,1,55,,,55,2020
47,Brandon Wright,JAX,23,K,1,0,,,,,,,,,,,,,,,2,1,0.5,,,,,,2020
48,Bradley Pinion,TAM,26,P,16,0,,,,,,,,,,,,,,,,,,100,6477,85,0.85,64.8,2020
49,Ty Long,LAC,27,P,16,0,,,,,,,,,,,,,,,,,,81,5187,49,0.605,64,2020
50,Rigoberto Sanchez,IND,26,P,14,0,,,,,,,,,,,,,,,,,,77,4803,33,0.429,62.4,2020
51,Jake Bailey,NWE,23,P,16,0,,,,,,,,,,,,,,,,,,72,4584,42,0.583,63.7,2020
52,Mitch Wishnowsky,SFO,28,P,16,0,,,,,,,,,,,,,,,,,,67,4229,42,0.627,63.1,2020
53,Jack Fox,DET,24,P,16,0,,,,,,,,,,,,,,,,,,60,3670,19,0.317,61.2,2020
54,Logan Cooke,JAX,25,P,14,0,,,,,,,,,,,,,,,,,,46,2782,25,0.543,60.5,2020
55,Braden Mann,NYJ,23,P,16,0,,,,,,,,,,,,,,,,,,28,1813,16,0.571,64.8,2020
56,Sterling Hofrichter,ATL,24,P,16,0,,,,,,,,,,,,,,,,,,22,1383,16,0.727,62.9,2020
57,JK Scott,GNB,25,P,16,0,,,,,,,,,,,,,,,,,,16,965,4,0.25,60.3,2020
58,Bryan Anger,HOU,32,P,16,0,,,,,,,,,,,,,,,,,,2,126,,,63,2020
59,Britton Colquitt,MIN,35,P,16,0,,,,,,,,,,,,,,,,,,2,105,,,52.5,2020
60,Michael Dickson,SEA,24,P,16,0,,,,,,,,,,,,,,,,,,2,26,,,13,2020
61,Cameron Johnston,PHI,28,P,16,0,,,,,,,,,,,,,,,,,,2,118,,,59,2020
62,Chris Jones,DAL,31,P,8,0,,,,,,,,,,,,,,,,,,2,116,,,58,2020
63,Andy Lee,ARI,38,P,16,0,,,,,,,,,,,,,,,,,,2,121,,,60.5,2020
64,Sam Martin,DEN,30,P,16,0,,,,,,,,,,,,,,,,,,2,114,,,57,2020
65,Tommy Townsend,KAN,24,P,16,0,,,,,,,,,,,,,,,,,,2,103,,,51.5,2020
66,Aaron Brewer,ARI,30,LS,16,0,,,,,,,,,,,,,,,,,,1,15,,,15,2020
67,Keelan Cole,JAX,27,WR,16,5,,,,,,,,,,,,,,,,,,1,11,,,11,2020
68,Riley Dixon,NYG,27,P,16,0,,,,,,,,,,,,,,,,,,1,50,,,50,2020
69,Matt Haack,MIA,26,P,16,0,,,,,,,,,,,,,,,,,,1,49,,,49,2020
70,Brett Kern,TEN,34,P,13,0,,,,,,,,,,,,,,,,,,1,48,,,48,2020
71,Thomas Morstead,NOR,34,P,16,0,,,,,,,,,,,,,,,,,,1,33,,,33,2020
1,Harrison Butker,KAN,24,K,16,0,,,9,9,9,8,14,14,6,3,38,34,56,0.895,48,45,0.938,98,6157,60,0.612,62.8,2019
2,Wil Lutz,NOR,25,K,16,0,1,1,9,9,6,6,15,13,5,3,36,32,58,0.889,49,48,0.98,94,6082,74,0.787,64.7,2019
3,Matt Gay,TAM,25,K,16,0,,,6,6,7,5,14,11,8,5,35,27,58,0.771,48,43,0.896,1,14,,,14,2019
4,Zane Gonzalez,ARI,24,K,16,0,,,12,12,13,12,8,5,2,2,35,31,54,0.886,35,34,0.971,83,5241,45,0.542,63.1,2019
5,Brandon McManus,DEN,28,K,16,0,,,6,6,9,9,12,10,7,4,34,29,53,0.853,26,25,0.962,72,4634,55,0.764,64.4,2019
6,Josh Lambo,JAX,29,K,16,0,,,12,12,9,9,9,8,4,4,34,33,56,0.971,20,19,0.95,40,2283,23,0.575,57.1,2019
7,Greg Zuerlein,LAR,32,K,16,0,,,7,7,8,7,11,5,7,5,33,24,58,0.727,42,42,1,83,5281,64,0.771,63.6,2019
8,Joey Slye,CAR,23,K,16,0,,,5,4,5,5,11,8,11,8,32,25,55,0.781,35,31,0.886,70,4503,66,0.943,64.3,2019
9,Robbie Gould,SFO,37,K,13,0,,,9,9,10,8,8,6,4,,31,23,47,0.742,42,41,0.976,1,37,,,37,2019
10,Matt Prater,DET,35,K,16,0,,,11,11,3,2,9,6,8,7,31,26,56,0.839,36,35,0.972,19,1159,8,0.421,61,2019
11,Chris Boswell,PIT,28,K,16,0,1,1,11,11,7,7,10,9,2,1,31,29,51,0.935,28,28,1,72,4552,31,0.431,63.2,2019
12,Randy Bullock,CIN,30,K,16,0,,,10,10,6,6,12,10,3,1,31,27,57,0.871,25,24,0.96,71,4269,46,0.648,60.1,2019
13,Brett Maher,DAL,30,K,13,0,,,9,9,8,6,5,1,8,4,30,20,63,0.667,36,36,1,69,4170,36,0.522,60.4,2019
14,Jason Sanders,MIA,24,K,16,0,,,7,7,9,8,9,5,5,3,30,23,54,0.767,30,29,0.967,71,4314,49,0.69,60.8,2019
15,Dustin Hopkins,WAS,29,K,16,0,,,8,7,9,8,10,8,3,2,30,25,53,0.833,22,21,0.955,68,4231,48,0.706,62.2,2019
16,Justin Tucker,BAL,30,K,16,0,,,8,8,9,9,11,10,1,1,29,28,51,0.966,59,57,0.966,106,6646,57,0.538,62.7,2019
17,Dan Bailey,MIN,31,K,16,0,,,10,10,9,9,7,5,3,3,29,27,50,0.931,44,40,0.909,87,5597,66,0.759,64.3,2019
18,Austin Seibert,CLE,23,K,16,0,,,6,6,9,9,12,9,2,1,29,25,53,0.862,35,30,0.857,75,4753,30,0.4,63.4,2019
19,Jason Myers,SEA,28,K,16,0,,,6,6,11,11,7,4,4,2,28,23,54,0.821,44,40,0.909,85,5337,59,0.694,62.8,2019
20,Stephen Hauschka,BUF,34,K,16,0,,,5,5,8,7,10,9,5,1,28,22,51,0.786,32,30,0.938,73,4529,42,0.575,62,2019
21,Eddy Pineiro,CHI,24,K,16,0,1,1,8,8,10,9,7,3,2,2,28,23,53,0.821,29,27,0.931,52,3141,26,0.5,60.4,2019
22,Sam Ficken,NYJ,27,K,15,0,,,2,2,8,7,11,7,6,3,27,19,54,0.704,26,23,0.885,62,3763,29,0.468,60.7,2019
23,Jake Elliott,PHI,24,K,16,0,,,7,7,8,8,7,5,4,2,26,22,53,0.846,37,35,0.946,81,5058,52,0.642,62.4,2019
24,Daniel Carlson,OAK,24,K,16,0,,,8,8,6,5,10,6,2,,26,19,48,0.731,36,34,0.944,71,4496,38,0.535,63.3,2019
25,Younghoe Koo,ATL,25,K,8,0,,,6,6,10,9,9,7,1,1,26,23,50,0.885,16,15,0.938,50,3041,27,0.54,60.8,2019
26,Ka'imi Fairbairn,HOU,25,K,16,0,,,5,5,8,8,6,4,6,3,25,20,54,0.8,45,40,0.889,81,5091,42,0.519,62.9,2019
27,Adam Vinatieri,IND,47,K,12,0,,,7,6,6,6,7,3,5,2,25,17,55,0.68,28,22,0.786,,,,,,2019
28,Mason Crosby,GNB,35,K,16,0,1,1,2,2,11,11,8,7,2,1,24,22,54,0.917,41,40,0.976,79,5031,49,0.62,63.7,2019
29,Chase McLaughlin,3TM,23,K,11,0,1,1,5,5,4,4,10,5,3,3,23,18,50,0.783,26,26,1,18,1064,7,0.389,59.1,2019
30,Aldrick Rosas,NYG,25,K,16,0,,,6,6,6,5,4,1,1,,17,12,45,0.706,39,35,0.897,71,4433,50,0.704,62.4,2019
31,Nick Folk,NWE,35,K,7,0,1,1,5,5,3,3,7,4,1,1,17,14,51,0.824,12,12,1,1,41,,,41,2019
32,Michael Badgley,LAC,24,K,8,0,,,5,5,2,2,8,6,1,,16,13,49,0.813,19,19,1,11,665,1,0.091,60.5,2019
33,Matt Bryant,ATL,44,K,7,0,,,1,1,4,3,3,3,6,2,14,9,52,0.643,15,14,0.933,5,304,,,60.8,2019
34,Kai Forbath,2TM,32,K,4,0,,,2,2,1,1,7,7,1,1,11,11,50,1,12,11,0.917,23,1375,15,0.652,59.8,2019
35,Cairo Santos,TEN,28,K,5,0,,,,,3,1,3,2,3,1,9,4,53,0.444,12,12,1,21,1339,12,0.571,63.8,2019
36,Ty Long,LAC,26,P,16,0,,,,,3,2,5,4,1,1,9,7,51,0.778,9,9,1,47,2978,28,0.596,63.4,2019
37,Mike Nugent,NWE,37,K,4,0,,,4,3,3,2,1,,,,8,5,37,0.625,16,15,0.938,,,,,,2019
38,Stephen Gostkowski,NWE,35,K,4,0,,,3,3,3,3,2,1,,,8,7,41,0.875,15,11,0.733,26,1687,21,0.808,64.9,2019
39,Ryan Succop,TEN,33,K,6,0,,,,,1,1,4,,1,,6,1,31,0.167,25,24,0.96,17,1015,3,0.176,59.7,2019
40,Cody Parkey,TEN,27,K,3,0,,,,,,,2,2,1,1,3,3,51,1,6,5,0.833,12,753,9,0.75,62.8,2019
41,Kaare Vedvik,NYJ,25,K,1,0,,,,,,,1,,,,1,,,0,1,,0,3,195,3,1,65,2019
42,Greg Joseph,TEN,25,K,2,0,,,,,,,,,,,,,,,9,9,1,11,689,6,0.545,62.6,2019
43,Bradley Pinion,TAM,25,P,16,0,,,,,,,,,,,,,,,,,,97,6303,88,0.907,65,2019
44,Mitch Wishnowsky,SFO,27,P,16,0,,,,,,,,,,,,,,,,,,96,6105,49,0.51,63.6,2019
45,Rigoberto Sanchez,IND,25,P,16,0,,,,,,,,,,,,,,,,,,79,5101,60,0.759,64.6,2019
46,Jake Bailey,NWE,22,P,16,0,,,,,,,,,,,,,,,,,,65,3973,38,0.585,61.1,2019
47,Sam Martin,DET,29,P,16,0,,,,,,,,,,,,,,,,,,61,3740,17,0.279,61.3,2019
48,Logan Cooke,JAX,24,P,16,0,,,,,,,,,,,,,,,,,,36,2300,16,0.444,63.9,2019
49,Pat O'Donnell,CHI,28,P,16,0,,,,,,,,,,,,,,,,,,15,962,10,0.667,64.1,2019
50,Kasey Redfern,ATL,28,P,3,0,,,,,,,,,,,,,,,,,,15,818,9,0.6,54.5,2019
51,Matt Wile,ATL,27,P,2,0,,,,,,,,,,,,,,,,,,11,633,7,0.636,57.5,2019
52,Matthew Bosher,ATL,32,P,3,0,,,,,,,,,,,,,,,,,,6,318,4,0.667,53,2019
53,Michael Palardy,CAR,27,P,16,0,,,,,,,,,,,,,,,,,,6,155,,,25.8,2019
54,Jamie Gillan,CLE,22,P,16,0,,,,,,,,,,,,,,,,,,4,150,,,37.5,2019
55,Jordan Berry,PIT,28,P,16,0,,,,,,,,,,,,,,,,,,3,183,,,61,2019
56,Lac Edwards,NYJ,27,P,16,0,,,,,,,,,,,,,,,,,,3,159,,,53,2019
57,Matt Haack,MIA,25,P,16,0,,,,,,,,,,,,,,,,,,2,109,,,54.5,2019
58,Johnny Hekker,LAR,29,P,16,0,,,,,,,,,,,,,,,,,,2,76,1,0.5,38,2019
59,Bryan Anger,HOU,31,P,14,0,,,,,,,,,,,,,,,,,,1,73,,,73,2019
60,Corey Bojorquez,BUF,23,P,16,0,,,,,,,,,,,,,,,,,,1,50,,,50,2019
61,Britton Colquitt,MIN,34,P,16,0,,,,,,,,,,,,,,,,,,1,63,,,63,2019
62,Riley Dixon,NYG,26,P,16,0,,,,,,,,,,,,,,,,,,1,52,,,52,2019
63,Thomas Morstead,NOR,33,P,16,0,,,,,,,,,,,,,,,,,,1,46,,,46,2019
1,Ka'imi Fairbairn,HOU,24,K,16,0,1,1,9,9,11,11,15,12,6,4,42,37,54,0.881,41,39,0.951,92,5885,58,0.63,64,2018
2,Justin Tucker,BAL,29,K,16,0,,,12,12,9,9,11,9,7,5,39,35,56,0.897,37,36,0.973,92,5765,58,0.63,62.7,2018
3,Mason Crosby,GNB,34,K,16,0,,,4,4,11,10,15,11,7,5,37,30,53,0.811,36,34,0.944,83,5168,41,0.494,62.3,2018
4,Jason Myers,NYJ,27,K,16,0,,,4,4,14,13,11,10,7,6,36,33,56,0.917,33,30,0.909,82,5255,60,0.732,64.1,2018
5,Brett Maher,DAL,29,K,16,0,,,10,10,8,6,11,7,7,6,36,29,62,0.806,33,32,0.97,77,4984,52,0.675,64.7,2018
6,Robbie Gould,SFO,36,K,16,0,,,9,9,13,13,10,9,2,2,34,33,53,0.971,29,27,0.931,4,102,,,25.5,2018
7,Aldrick Rosas,NYG,24,K,16,0,,,9,9,13,13,6,6,5,4,33,32,57,0.97,32,31,0.969,85,5186,51,0.6,61,2018
8,Stephen Gostkowski,NWE,34,K,16,0,,,11,11,10,10,6,4,5,2,32,27,52,0.844,50,49,0.98,93,5784,50,0.538,62.2,2018
9,Matt Prater,DET,34,K,16,0,,,8,8,12,12,7,5,5,3,32,28,54,0.875,30,30,1,6,343,3,0.5,57.2,2018
10,Greg Zuerlein,LAR,31,K,11,0,,,9,9,10,10,6,4,6,4,31,27,56,0.871,36,35,0.972,75,4843,57,0.76,64.6,2018
11,Jake Elliott,PHI,23,K,16,0,,,7,7,11,10,8,7,5,2,31,26,56,0.839,35,33,0.943,82,5210,57,0.695,63.5,2018
12,Wil Lutz,NOR,24,K,16,0,1,1,5,5,9,9,12,11,3,2,30,28,54,0.933,53,52,0.981,101,6503,64,0.634,64.4,2018
13,Cody Parkey,CHI,26,K,16,0,,,6,6,10,7,12,9,2,1,30,23,50,0.767,45,42,0.933,89,5627,65,0.73,63.2,2018
14,Ryan Succop,TEN,32,K,16,0,,,6,5,13,13,7,5,4,3,30,26,54,0.867,31,28,0.903,70,4480,45,0.643,64,2018
15,Dustin Hopkins,WAS,28,K,16,0,,,5,5,7,7,12,10,5,4,29,26,56,0.897,26,25,0.962,70,4443,56,0.8,63.5,2018
16,Dan Bailey,MIN,30,K,14,0,,,6,5,11,11,9,4,2,1,28,21,52,0.75,31,30,0.968,69,4164,35,0.507,60.3,2018
17,Stephen Hauschka,BUF,33,K,16,0,,,3,3,8,8,10,7,7,4,28,22,54,0.786,26,25,0.962,66,3958,30,0.455,60,2018
18,Harrison Butker,KAN,23,K,16,0,,,9,9,7,7,7,6,4,2,27,24,54,0.889,69,65,0.942,110,7000,72,0.655,63.6,2018
19,Sebastian Janikowski,SEA,40,K,16,0,,,2,2,11,9,9,8,5,3,27,22,56,0.815,51,48,0.941,74,4648,42,0.568,62.8,2018
20,Adam Vinatieri,IND,46,K,16,0,,,8,8,7,6,6,5,6,4,27,23,54,0.852,47,44,0.936,,,,,,2018
21,Brandon McManus,DEN,27,K,16,0,,,5,5,6,6,7,7,7,2,25,20,53,0.8,35,35,1,73,4473,42,0.575,61.3,2018
22,Randy Bullock,CIN,29,K,16,0,,,4,4,8,7,6,6,5,2,23,19,51,0.826,41,39,0.951,79,4969,45,0.57,62.9,2018
23,Matt Bryant,ATL,43,K,13,0,,,4,4,5,5,7,7,5,4,21,20,57,0.952,35,33,0.943,,,,,,2018
24,Daniel Carlson,2TM,23,K,12,0,,,2,2,4,3,12,9,3,3,21,17,50,0.81,24,24,1,54,3334,29,0.537,61.7,2018
25,Josh Lambo,JAX,28,K,13,0,,,4,4,8,8,4,3,5,4,21,19,57,0.905,20,19,0.95,54,3283,36,0.667,60.8,2018
26,Chris Boswell,PIT,27,K,15,0,,,3,3,6,4,10,5,1,1,20,13,50,0.65,48,43,0.896,81,5097,50,0.617,62.9,2018
27,Jason Sanders,MIA,23,K,16,0,,,7,7,3,3,9,7,1,1,20,18,50,0.9,36,35,0.972,70,4395,55,0.786,62.8,2018
28,Chandler Catanzaro,2TM,27,K,13,0,,,4,4,10,9,3,,3,3,20,16,59,0.8,35,30,0.857,65,4118,52,0.8,63.4,2018
29,Greg Joseph,CLE,24,K,14,0,,,4,4,7,7,7,5,2,1,20,17,51,0.85,29,25,0.862,69,4340,47,0.681,62.9,2018
30,Cairo Santos,2TM,27,K,9,0,1,1,4,4,6,6,6,3,1,,18,14,45,0.778,23,22,0.957,49,2977,19,0.388,60.8,2018
31,Graham Gano,CAR,31,K,12,0,,,3,3,5,4,4,4,4,3,16,14,63,0.875,33,30,0.909,62,3940,47,0.758,63.5,2018
32,Michael Badgley,LAC,23,K,10,0,,,4,4,5,5,5,5,2,1,16,15,59,0.938,28,27,0.964,,,,,,2018
33,Zane Gonzalez,2TM,23,K,7,0,,,1,1,4,4,4,2,5,2,14,9,55,0.643,11,8,0.727,28,1802,17,0.607,64.4,2018
34,Caleb Sturgis,LAC,29,K,6,0,,,4,4,2,2,6,3,1,,13,9,49,0.692,15,9,0.6,,,,,,2018
35,Matthew McCrane,3TM,24,K,5,0,,,3,3,2,2,5,3,2,,12,8,47,0.667,9,9,1,21,1250,5,0.238,59.5,2018
36,Phil Dawson,ARI,43,K,10,0,,,2,2,2,2,3,1,1,,8,5,43,0.625,15,15,1,32,1982,14,0.438,61.9,2018
37,Mike Nugent,OAK,36,K,3,0,,,3,3,,,2,2,1,1,6,6,52,1,5,4,0.8,14,858,6,0.429,61.3,2018
38,Giorgio Tavecchio,ATL,28,K,3,0,,,1,1,,,2,2,2,2,5,5,56,1,8,8,1,,,,,,2018
39,Kai Forbath,JAX,31,K,3,0,,,2,2,1,1,1,1,1,,5,4,41,0.8,3,3,1,,,,,,2018
40,Sam Ficken,LAR,26,K,2,0,,,1,,1,1,1,,,,3,1,34,0.333,10,10,1,13,804,11,0.846,61.8,2018
41,Johnny Hekker,LAR,28,P,16,0,,,1,1,,,,,,,1,1,20,1,1,1,1,6,381,2,0.333,63.5,2018
42,Matthew Bosher,ATL,31,P,16,0,,,,,,,,,,,,,,,,,,89,5578,51,0.573,62.7,2018
43,Rigoberto Sanchez,IND,24,P,16,0,,,,,,,,,,,,,,,,,,88,5435,59,0.67,61.8,2018
44,Bradley Pinion,SFO,24,P,16,0,,,,,,,,,,,,,,,,,,77,4963,52,0.675,64.5,2018
45,Sam Martin,DET,28,P,16,0,,,,,,,,,,,,,,,,,,73,4459,34,0.466,61.1,2018
46,Logan Cooke,JAX,23,P,16,0,,,,,,,,,,,,,,,,,,10,625,5,0.5,62.5,2018
47,Michael Dickson,SEA,22,P,16,0,,,,,,,,,,,,,,,,,,9,407,,,45.2,2018
48,Thomas Morstead,NOR,32,P,16,0,,,,,,,,,,,,,,,,,,2,95,,,47.5,2018
49,Bryan Anger,TAM,30,P,16,0,,,,,,,,,,,,,,,,,,1,73,,,73,2018
50,Daren Bates,TEN,28,LB,16,0,,,,,,,,,,,,,,,,,,1,13,,,13,2018
51,Britton Colquitt,CLE,33,P,16,0,,,,,,,,,,,,,,,,,,1,56,,,56,2018
52,Dustin Colquitt,KAN,36,P,16,0,,,,,,,,,,,,,,,,,,1,60,,,60,2018
53,Lac Edwards,NYJ,26,P,16,0,,,,,,,,,,,,,,,,,,1,56,,,56,2018
54,Brett Kern,TEN,32,P,16,0,,,,,,,,,,,,,,,,,,1,43,,,43,2018
55,Andy Lee,ARI,36,P,16,0,,,,,,,,,,,,,,,,,,1,68,,,68,2018
56,JK Scott,GNB,23,P,16,0,,,,,,,,,,,,,,,,,,1,61,,,61,2018
1,Ryan Succop,TEN,31,K,16,0,,,10,10,7,7,20,16,5,2,42,35,52,0.833,33,31,0.939,80,5120,47,0.588,64,2017
2,Harrison Butker,KAN,22,K,13,0,,,8,8,17,16,12,10,5,4,42,38,53,0.905,28,28,1,78,5006,61,0.782,64.2,2017
3,Robbie Gould,SFO,35,K,16,0,,,8,7,11,11,18,17,4,4,41,39,52,0.951,30,28,0.933,4,101,,,25.3,2017
4,Stephen Gostkowski,NWE,33,K,16,0,,,16,16,9,9,11,8,4,4,40,37,62,0.925,47,45,0.957,99,6228,40,0.404,62.9,2017
5,Greg Zuerlein,LAR,30,K,14,0,1,1,8,8,12,11,12,12,7,6,40,38,56,0.95,46,44,0.957,95,6075,73,0.768,63.9,2017
6,Phil Dawson,ARI,42,K,16,0,1,1,7,7,14,10,13,10,5,4,40,32,57,0.8,26,23,0.885,76,4647,34,0.447,61.1,2017
7,Matt Bryant,ATL,42,K,16,0,1,1,6,6,13,10,10,9,9,8,39,34,57,0.872,35,35,1,,,,,,2017
8,Chris Boswell,PIT,26,K,16,0,,,10,10,14,12,10,9,4,4,38,35,53,0.921,39,37,0.949,90,5681,46,0.511,63.1,2017
9,Kai Forbath,MIN,30,K,16,0,,,8,8,14,12,7,6,9,6,38,32,53,0.842,39,34,0.872,88,5587,44,0.5,63.5,2017
10,Justin Tucker,BAL,28,K,16,0,,,7,7,11,11,12,11,7,5,37,34,57,0.919,39,39,1,90,5601,55,0.611,62.2,2017
11,Wil Lutz,NOR,23,K,16,0,,,10,10,5,4,16,13,5,4,36,31,53,0.861,50,47,0.94,94,5972,58,0.617,63.5,2017
12,Matt Prater,DET,33,K,16,0,2,2,4,4,10,10,8,7,11,7,35,30,58,0.857,41,40,0.976,17,977,6,0.353,57.5,2017
13,Adam Vinatieri,IND,45,K,15,0,,,11,11,10,7,7,6,6,5,34,29,54,0.853,24,22,0.917,,,,,,2017
